call_id,timestamp,region,call_type,call_duration,priority_level,agent_available,weather_flag,is_holiday,call_volume_next_interval,hour,day_of_week,is_weekend,lag_1,rolling_call_count,moving_avg_3
932,2025-01-04 05:40:00,West,Medical,767,3,6,Normal,0,25,5,5,1,19.0,66.0,22.0
933,2025-01-04 05:45:00,East,Police,789,2,28,Normal,0,20,5,5,1,25.0,64.0,21.333333333333332
934,2025-01-04 05:50:00,South,Medical,837,3,17,Normal,0,18,5,5,1,20.0,63.0,21.0
935,2025-01-04 05:55:00,North,Other,160,1,8,Normal,1,28,5,5,1,18.0,66.0,22.0
936,2025-01-04 06:00:00,North,Medical,398,3,29,Severe,0,42,6,5,1,28.0,88.0,29.333333333333332
937,2025-01-04 06:05:00,South,Police,558,2,14,Normal,0,17,6,5,1,42.0,87.0,29.0
938,2025-01-04 06:10:00,East,Medical,771,3,6,Severe,0,36,6,5,1,17.0,95.0,31.666666666666668
939,2025-01-04 06:15:00,West,Medical,624,3,29,Normal,0,20,6,5,1,36.0,73.0,24.333333333333332
940,2025-01-04 06:20:00,South,Other,379,1,13,Normal,0,19,6,5,1,20.0,75.0,25.0
941,2025-01-04 06:25:00,North,Fire,523,4,14,Normal,0,18,6,5,1,19.0,57.0,19.0
942,2025-01-04 06:30:00,South,Police,201,2,28,Normal,0,20,6,5,1,18.0,57.0,19.0
943,2025-01-04 06:35:00,Central,Medical,390,3,11,Normal,0,21,6,5,1,20.0,59.0,19.666666666666668
944,2025-01-04 06:40:00,East,Medical,873,3,21,Normal,0,27,6,5,1,21.0,68.0,22.666666666666668
945,2025-01-04 06:45:00,East,Medical,684,3,26,Normal,0,23,6,5,1,27.0,71.0,23.666666666666668
946,2025-01-04 06:50:00,East,Medical,730,3,9,Normal,0,23,6,5,1,23.0,73.0,24.333333333333332
947,2025-01-04 06:55:00,South,Other,159,1,17,Normal,0,14,6,5,1,23.0,60.0,20.0
948,2025-01-04 07:00:00,East,Other,396,1,29,Normal,0,21,7,5,1,14.0,58.0,19.333333333333332
949,2025-01-04 07:05:00,North,Medical,556,3,14,Normal,0,23,7,5,1,21.0,58.0,19.333333333333332
950,2025-01-04 07:10:00,South,Other,244,1,18,Normal,1,34,7,5,1,23.0,78.0,26.0
951,2025-01-04 07:15:00,West,Fire,692,4,18,Normal,0,25,7,5,1,34.0,82.0,27.333333333333332
952,2025-01-04 07:20:00,Central,Other,179,1,6,Normal,0,17,7,5,1,25.0,76.0,25.333333333333332
953,2025-01-04 07:25:00,North,Fire,1182,4,23,Severe,0,35,7,5,1,17.0,77.0,25.666666666666668
954,2025-01-04 07:30:00,North,Medical,480,3,18,Normal,0,23,7,5,1,35.0,75.0,25.0
955,2025-01-04 07:35:00,North,Police,311,2,24,Normal,1,44,7,5,1,23.0,102.0,34.0
956,2025-01-04 07:40:00,East,Fire,805,4,25,Normal,0,20,7,5,1,44.0,87.0,29.0
957,2025-01-04 07:45:00,West,Medical,446,3,21,Severe,0,37,7,5,1,20.0,101.0,33.666666666666664
958,2025-01-04 07:50:00,North,Police,626,2,9,Normal,0,26,7,5,1,37.0,83.0,27.666666666666668
959,2025-01-04 07:55:00,East,Medical,678,3,6,Normal,0,15,7,5,1,26.0,78.0,26.0
960,2025-01-04 08:00:00,North,Medical,494,3,24,Normal,0,29,8,5,1,15.0,70.0,23.333333333333332
961,2025-01-04 08:05:00,South,Other,357,1,22,Normal,0,33,8,5,1,29.0,77.0,25.666666666666668
962,2025-01-04 08:10:00,Central,Medical,793,3,19,Normal,0,38,8,5,1,33.0,100.0,33.333333333333336
963,2025-01-04 08:15:00,South,Police,761,2,21,Normal,0,36,8,5,1,38.0,107.0,35.666666666666664
964,2025-01-04 08:20:00,West,Police,415,2,27,Normal,0,28,8,5,1,36.0,102.0,34.0
965,2025-01-04 08:25:00,North,Other,120,1,24,Normal,0,29,8,5,1,28.0,93.0,31.0
966,2025-01-04 08:30:00,South,Police,267,2,25,Normal,0,24,8,5,1,29.0,81.0,27.0
967,2025-01-04 08:35:00,South,Police,383,2,27,Normal,0,30,8,5,1,24.0,83.0,27.666666666666668
968,2025-01-04 08:40:00,West,Other,166,1,9,Normal,0,24,8,5,1,30.0,78.0,26.0
969,2025-01-04 08:45:00,South,Police,375,2,7,Normal,0,35,8,5,1,24.0,89.0,29.666666666666668
970,2025-01-04 08:50:00,Central,Other,221,1,7,Normal,0,24,8,5,1,35.0,83.0,27.666666666666668
971,2025-01-04 08:55:00,East,Fire,460,4,26,Normal,0,21,8,5,1,24.0,80.0,26.666666666666668
972,2025-01-04 09:00:00,West,Medical,632,3,10,Normal,0,28,9,5,1,21.0,73.0,24.333333333333332
973,2025-01-04 09:05:00,Central,Medical,379,3,29,Normal,0,32,9,5,1,28.0,81.0,27.0
974,2025-01-04 09:10:00,North,Other,286,1,22,Normal,0,37,9,5,1,32.0,97.0,32.333333333333336
975,2025-01-04 09:15:00,Central,Police,447,2,9,Normal,0,21,9,5,1,37.0,90.0,30.0
976,2025-01-04 09:20:00,West,Other,362,1,5,Normal,1,48,9,5,1,21.0,106.0,35.333333333333336
977,2025-01-04 09:25:00,South,Other,220,1,9,Normal,0,33,9,5,1,48.0,102.0,34.0
978,2025-01-04 09:30:00,South,Police,399,2,24,Normal,0,33,9,5,1,33.0,114.0,38.0
979,2025-01-04 09:35:00,South,Medical,414,3,13,Normal,0,30,9,5,1,33.0,96.0,32.0
980,2025-01-04 09:40:00,South,Police,607,2,13,Severe,0,63,9,5,1,30.0,126.0,42.0
981,2025-01-04 09:45:00,East,Fire,847,4,25,Normal,0,21,9,5,1,63.0,114.0,38.0
982,2025-01-04 09:50:00,North,Other,374,1,18,Normal,0,28,9,5,1,21.0,112.0,37.333333333333336
983,2025-01-04 09:55:00,North,Medical,649,3,24,Normal,0,44,9,5,1,28.0,93.0,31.0
984,2025-01-04 10:00:00,North,Police,692,2,29,Severe,0,38,10,5,1,44.0,110.0,36.666666666666664
985,2025-01-04 10:05:00,East,Police,782,2,5,Normal,0,20,10,5,1,38.0,102.0,34.0
986,2025-01-04 10:10:00,North,Other,118,1,24,Normal,0,18,10,5,1,20.0,76.0,25.333333333333332
987,2025-01-04 10:15:00,West,Police,626,2,20,Normal,0,23,10,5,1,18.0,61.0,20.333333333333332
988,2025-01-04 10:20:00,North,Medical,572,3,16,Normal,0,18,10,5,1,23.0,59.0,19.666666666666668
989,2025-01-04 10:25:00,North,Fire,916,4,20,Normal,0,23,10,5,1,18.0,64.0,21.333333333333332
990,2025-01-04 10:30:00,South,Police,294,2,5,Normal,0,17,10,5,1,23.0,58.0,19.333333333333332
991,2025-01-04 10:35:00,North,Medical,736,3,20,Normal,0,25,10,5,1,17.0,65.0,21.666666666666668
992,2025-01-04 10:40:00,West,Police,775,2,29,Normal,0,16,10,5,1,25.0,58.0,19.333333333333332
993,2025-01-04 10:45:00,North,Police,761,2,28,Normal,0,13,10,5,1,16.0,54.0,18.0
994,2025-01-04 10:50:00,West,Medical,355,3,6,Normal,0,27,10,5,1,13.0,56.0,18.666666666666668
995,2025-01-04 10:55:00,East,Medical,772,3,17,Normal,0,13,10,5,1,27.0,53.0,17.666666666666668
996,2025-01-04 11:00:00,North,Police,760,2,13,Normal,0,17,11,5,1,13.0,57.0,19.0
997,2025-01-04 11:05:00,North,Police,459,2,25,Normal,0,21,11,5,1,17.0,51.0,17.0
998,2025-01-04 11:10:00,Central,Medical,841,3,13,Normal,0,22,11,5,1,21.0,60.0,20.0
999,2025-01-04 11:15:00,Central,Medical,499,3,15,Normal,0,19,11,5,1,22.0,62.0,20.666666666666668
1000,2025-01-04 11:20:00,Central,Medical,787,3,7,Normal,1,45,11,5,1,19.0,86.0,28.666666666666668
1001,2025-01-04 11:25:00,South,Police,696,2,10,Normal,0,21,11,5,1,45.0,85.0,28.333333333333332
1002,2025-01-04 11:30:00,East,Police,342,2,5,Normal,0,23,11,5,1,21.0,89.0,29.666666666666668
1003,2025-01-04 11:35:00,West,Police,716,2,9,Normal,0,23,11,5,1,23.0,67.0,22.333333333333332
1004,2025-01-04 11:40:00,East,Medical,308,3,25,Normal,0,18,11,5,1,23.0,64.0,21.333333333333332
1005,2025-01-04 11:45:00,Central,Medical,369,3,6,Normal,0,17,11,5,1,18.0,58.0,19.333333333333332
1006,2025-01-04 11:50:00,Central,Other,137,1,20,Severe,0,41,11,5,1,17.0,76.0,25.333333333333332
1007,2025-01-04 11:55:00,West,Other,236,1,6,Normal,0,19,11,5,1,41.0,77.0,25.666666666666668
1008,2025-01-04 12:00:00,West,Police,223,2,20,Normal,0,27,12,5,1,19.0,87.0,29.0
1009,2025-01-04 12:05:00,West,Police,777,2,14,Normal,0,18,12,5,1,27.0,64.0,21.333333333333332
1010,2025-01-04 12:10:00,West,Police,369,2,18,Normal,0,23,12,5,1,18.0,68.0,22.666666666666668
1011,2025-01-04 12:15:00,Central,Medical,487,3,29,Normal,0,27,12,5,1,23.0,68.0,22.666666666666668
1012,2025-01-04 12:20:00,Central,Police,637,2,26,Normal,1,39,12,5,1,27.0,89.0,29.666666666666668
1013,2025-01-04 12:25:00,East,Police,340,2,14,Normal,0,18,12,5,1,39.0,84.0,28.0
1014,2025-01-04 12:30:00,East,Other,352,1,25,Normal,0,26,12,5,1,18.0,83.0,27.666666666666668
1015,2025-01-04 12:35:00,East,Other,326,1,10,Normal,0,16,12,5,1,26.0,60.0,20.0
1016,2025-01-04 12:40:00,Central,Other,274,1,16,Normal,0,15,12,5,1,16.0,57.0,19.0
1017,2025-01-04 12:45:00,East,Medical,676,3,11,Severe,0,35,12,5,1,15.0,66.0,22.0
1018,2025-01-04 12:50:00,Central,Police,552,2,11,Normal,0,19,12,5,1,35.0,69.0,23.0
1019,2025-01-04 12:55:00,South,Police,275,2,7,Normal,0,18,12,5,1,19.0,72.0,24.0
1020,2025-01-04 13:00:00,West,Fire,901,4,10,Normal,0,18,13,5,1,18.0,55.0,18.333333333333332
1021,2025-01-04 13:05:00,North,Fire,1016,4,7,Normal,0,16,13,5,1,18.0,52.0,17.333333333333332
1022,2025-01-04 13:10:00,East,Other,245,1,11,Normal,0,19,13,5,1,16.0,53.0,17.666666666666668
1023,2025-01-04 13:15:00,West,Medical,534,3,9,Normal,0,22,13,5,1,19.0,57.0,19.0
1024,2025-01-04 13:20:00,East,Fire,1134,4,20,Normal,0,16,13,5,1,22.0,57.0,19.0
1025,2025-01-04 13:25:00,West,Medical,445,3,8,Normal,0,19,13,5,1,16.0,57.0,19.0
1026,2025-01-04 13:30:00,North,Medical,409,3,22,Normal,0,25,13,5,1,19.0,60.0,20.0
1027,2025-01-04 13:35:00,South,Fire,416,4,28,Normal,0,18,13,5,1,25.0,62.0,20.666666666666668
1028,2025-01-04 13:40:00,East,Other,200,1,20,Normal,0,25,13,5,1,18.0,68.0,22.666666666666668
1029,2025-01-04 13:45:00,Central,Fire,683,4,11,Normal,0,17,13,5,1,25.0,60.0,20.0
1030,2025-01-04 13:50:00,South,Medical,638,3,27,Normal,0,17,13,5,1,17.0,59.0,19.666666666666668
1031,2025-01-04 13:55:00,North,Other,191,1,19,Normal,0,9,13,5,1,17.0,43.0,14.333333333333334
1032,2025-01-04 14:00:00,North,Police,612,2,27,Normal,0,23,14,5,1,9.0,49.0,16.333333333333332
1033,2025-01-04 14:05:00,West,Medical,380,3,8,Normal,0,13,14,5,1,23.0,45.0,15.0
1034,2025-01-04 14:10:00,West,Other,296,1,27,Normal,0,22,14,5,1,13.0,58.0,19.333333333333332
1035,2025-01-04 14:15:00,Central,Police,663,2,28,Normal,0,17,14,5,1,22.0,52.0,17.333333333333332
1036,2025-01-04 14:20:00,North,Other,272,1,16,Normal,0,27,14,5,1,17.0,66.0,22.0
1037,2025-01-04 14:25:00,South,Police,749,2,7,Severe,0,36,14,5,1,27.0,80.0,26.666666666666668
1038,2025-01-04 14:30:00,West,Medical,722,3,8,Severe,0,35,14,5,1,36.0,98.0,32.666666666666664
1039,2025-01-04 14:35:00,Central,Medical,421,3,15,Normal,0,16,14,5,1,35.0,87.0,29.0
1040,2025-01-04 14:40:00,Central,Police,326,2,9,Normal,0,19,14,5,1,16.0,70.0,23.333333333333332
1041,2025-01-04 14:45:00,South,Medical,360,3,26,Normal,0,16,14,5,1,19.0,51.0,17.0
1042,2025-01-04 14:50:00,South,Medical,635,3,23,Normal,0,21,14,5,1,16.0,56.0,18.666666666666668
1043,2025-01-04 14:55:00,South,Medical,572,3,28,Severe,0,30,14,5,1,21.0,67.0,22.333333333333332
1044,2025-01-04 15:00:00,East,Medical,889,3,8,Normal,0,24,15,5,1,30.0,75.0,25.0
1045,2025-01-04 15:05:00,South,Other,237,1,16,Normal,0,20,15,5,1,24.0,74.0,24.666666666666668
1046,2025-01-04 15:10:00,South,Other,160,1,12,Normal,0,19,15,5,1,20.0,63.0,21.0
1047,2025-01-04 15:15:00,North,Medical,832,3,18,Normal,0,21,15,5,1,19.0,60.0,20.0
1048,2025-01-04 15:20:00,North,Fire,1161,4,22,Normal,0,25,15,5,1,21.0,65.0,21.666666666666668
1049,2025-01-04 15:25:00,East,Fire,987,4,26,Normal,0,23,15,5,1,25.0,69.0,23.0
1050,2025-01-04 15:30:00,Central,Police,634,2,10,Normal,0,31,15,5,1,23.0,79.0,26.333333333333332
1051,2025-01-04 15:35:00,West,Medical,474,3,25,Normal,0,18,15,5,1,31.0,72.0,24.0
1052,2025-01-04 15:40:00,North,Medical,653,3,15,Normal,1,34,15,5,1,18.0,83.0,27.666666666666668
1053,2025-01-04 15:45:00,South,Police,241,2,29,Normal,0,22,15,5,1,34.0,74.0,24.666666666666668
1054,2025-01-04 15:50:00,West,Police,296,2,27,Normal,0,16,15,5,1,22.0,72.0,24.0
1055,2025-01-04 15:55:00,South,Police,273,2,5,Normal,0,19,15,5,1,16.0,57.0,19.0
1056,2025-01-04 16:00:00,East,Other,214,1,29,Normal,0,24,16,5,1,19.0,59.0,19.666666666666668
1057,2025-01-04 16:05:00,East,Medical,577,3,8,Normal,0,24,16,5,1,24.0,67.0,22.333333333333332
1058,2025-01-04 16:10:00,North,Police,606,2,25,Normal,0,16,16,5,1,24.0,64.0,21.333333333333332
1059,2025-01-04 16:15:00,North,Other,303,1,6,Severe,0,31,16,5,1,16.0,71.0,23.666666666666668
1060,2025-01-04 16:20:00,East,Medical,564,3,26,Normal,0,24,16,5,1,31.0,71.0,23.666666666666668
1061,2025-01-04 16:25:00,South,Medical,412,3,9,Normal,0,19,16,5,1,24.0,74.0,24.666666666666668
1062,2025-01-04 16:30:00,North,Medical,431,3,12,Normal,0,28,16,5,1,19.0,71.0,23.666666666666668
1063,2025-01-04 16:35:00,South,Medical,470,3,18,Normal,0,23,16,5,1,28.0,70.0,23.333333333333332
1064,2025-01-04 16:40:00,North,Other,321,1,11,Severe,0,31,16,5,1,23.0,82.0,27.333333333333332
1065,2025-01-04 16:45:00,South,Fire,1030,4,29,Normal,0,22,16,5,1,31.0,76.0,25.333333333333332
1066,2025-01-04 16:50:00,North,Other,291,1,29,Normal,0,23,16,5,1,22.0,76.0,25.333333333333332
1067,2025-01-04 16:55:00,Central,Police,209,2,10,Normal,0,20,16,5,1,23.0,65.0,21.666666666666668
1068,2025-01-04 17:00:00,Central,Medical,515,3,20,Normal,0,16,17,5,1,20.0,59.0,19.666666666666668
1069,2025-01-04 17:05:00,Central,Fire,745,4,18,Normal,0,19,17,5,1,16.0,55.0,18.333333333333332
1070,2025-01-04 17:10:00,West,Other,179,1,9,Severe,0,39,17,5,1,19.0,74.0,24.666666666666668
1071,2025-01-04 17:15:00,East,Medical,567,3,25,Normal,0,18,17,5,1,39.0,76.0,25.333333333333332
1072,2025-01-04 17:20:00,East,Medical,773,3,7,Normal,0,15,17,5,1,18.0,72.0,24.0
1073,2025-01-04 17:25:00,West,Medical,448,3,11,Severe,0,45,17,5,1,15.0,78.0,26.0
1074,2025-01-04 17:30:00,East,Other,185,1,22,Normal,0,13,17,5,1,45.0,73.0,24.333333333333332
1075,2025-01-04 17:35:00,Central,Medical,592,3,9,Normal,0,22,17,5,1,13.0,80.0,26.666666666666668
1076,2025-01-04 17:40:00,West,Fire,553,4,20,Normal,0,23,17,5,1,22.0,58.0,19.333333333333332
1077,2025-01-04 17:45:00,East,Police,375,2,16,Severe,0,42,17,5,1,23.0,87.0,29.0
1078,2025-01-04 17:50:00,North,Police,381,2,18,Normal,0,21,17,5,1,42.0,86.0,28.666666666666668
1079,2025-01-04 17:55:00,South,Police,294,2,21,Normal,0,26,17,5,1,21.0,89.0,29.666666666666668
1080,2025-01-04 18:00:00,South,Police,772,2,14,Normal,0,37,18,5,1,26.0,84.0,28.0
1081,2025-01-04 18:05:00,Central,Other,267,1,26,Normal,0,20,18,5,1,37.0,83.0,27.666666666666668
1082,2025-01-04 18:10:00,Central,Medical,542,3,23,Normal,0,35,18,5,1,20.0,92.0,30.666666666666668
1083,2025-01-04 18:15:00,East,Medical,610,3,29,Normal,0,32,18,5,1,35.0,87.0,29.0
1084,2025-01-04 18:20:00,North,Fire,493,4,25,Normal,0,30,18,5,1,32.0,97.0,32.333333333333336
1085,2025-01-04 18:25:00,Central,Other,269,1,22,Normal,0,38,18,5,1,30.0,100.0,33.333333333333336
1086,2025-01-04 18:30:00,Central,Police,663,2,27,Normal,0,24,18,5,1,38.0,92.0,30.666666666666668
1087,2025-01-04 18:35:00,Central,Other,270,1,24,Normal,0,37,18,5,1,24.0,99.0,33.0
1088,2025-01-04 18:40:00,East,Other,256,1,10,Normal,0,25,18,5,1,37.0,86.0,28.666666666666668
1089,2025-01-04 18:45:00,Central,Police,681,2,10,Severe,0,58,18,5,1,25.0,120.0,40.0
1090,2025-01-04 18:50:00,Central,Fire,1197,4,29,Normal,1,43,18,5,1,58.0,126.0,42.0
1091,2025-01-04 18:55:00,East,Police,622,2,12,Normal,0,28,18,5,1,43.0,129.0,43.0
1092,2025-01-04 19:00:00,North,Medical,391,3,26,Normal,0,31,19,5,1,28.0,102.0,34.0
1093,2025-01-04 19:05:00,Central,Medical,318,3,23,Normal,1,46,19,5,1,31.0,105.0,35.0
1094,2025-01-04 19:10:00,East,Medical,603,3,9,Normal,0,33,19,5,1,46.0,110.0,36.666666666666664
1095,2025-01-04 19:15:00,Central,Medical,690,3,9,Severe,0,52,19,5,1,33.0,131.0,43.666666666666664
1096,2025-01-04 19:20:00,East,Other,134,1,27,Normal,0,28,19,5,1,52.0,113.0,37.666666666666664
1097,2025-01-04 19:25:00,East,Police,330,2,9,Severe,0,60,19,5,1,28.0,140.0,46.666666666666664
1098,2025-01-04 19:30:00,South,Medical,350,3,9,Normal,0,39,19,5,1,60.0,127.0,42.333333333333336
1099,2025-01-04 19:35:00,West,Medical,686,3,8,Normal,0,17,19,5,1,39.0,116.0,38.666666666666664
1100,2025-01-04 19:40:00,Central,Medical,647,3,29,Normal,0,29,19,5,1,17.0,85.0,28.333333333333332
1101,2025-01-04 19:45:00,South,Police,376,2,23,Normal,0,27,19,5,1,29.0,73.0,24.333333333333332
1102,2025-01-04 19:50:00,East,Other,243,1,12,Severe,0,41,19,5,1,27.0,97.0,32.333333333333336
1103,2025-01-04 19:55:00,East,Other,330,1,19,Normal,0,34,19,5,1,41.0,102.0,34.0
1104,2025-01-04 20:00:00,West,Medical,531,3,26,Normal,0,25,20,5,1,34.0,100.0,33.333333333333336
1105,2025-01-04 20:05:00,Central,Medical,323,3,19,Normal,0,43,20,5,1,25.0,102.0,34.0
1106,2025-01-04 20:10:00,North,Medical,887,3,8,Normal,0,23,20,5,1,43.0,91.0,30.333333333333332
1107,2025-01-04 20:15:00,East,Medical,367,3,28,Normal,0,29,20,5,1,23.0,95.0,31.666666666666668
1108,2025-01-04 20:20:00,South,Police,386,2,10,Normal,0,27,20,5,1,29.0,79.0,26.333333333333332
1109,2025-01-04 20:25:00,Central,Other,238,1,28,Normal,0,39,20,5,1,27.0,95.0,31.666666666666668
1110,2025-01-04 20:30:00,Central,Other,114,1,9,Normal,0,23,20,5,1,39.0,89.0,29.666666666666668
1111,2025-01-04 20:35:00,South,Fire,407,4,13,Normal,0,35,20,5,1,23.0,97.0,32.333333333333336
1112,2025-01-04 20:40:00,East,Police,384,2,14,Normal,0,21,20,5,1,35.0,79.0,26.333333333333332
1113,2025-01-04 20:45:00,West,Police,685,2,28,Normal,0,38,20,5,1,21.0,94.0,31.333333333333332
1114,2025-01-04 20:50:00,West,Medical,442,3,17,Normal,0,30,20,5,1,38.0,89.0,29.666666666666668
1115,2025-01-04 20:55:00,West,Police,292,2,13,Normal,0,31,20,5,1,30.0,99.0,33.0
1116,2025-01-04 21:00:00,South,Fire,1044,4,15,Normal,0,20,21,5,1,31.0,81.0,27.0
1117,2025-01-04 21:05:00,South,Medical,541,3,25,Severe,0,39,21,5,1,20.0,90.0,30.0
1118,2025-01-04 21:10:00,West,Medical,894,3,7,Normal,0,22,21,5,1,39.0,81.0,27.0
1119,2025-01-04 21:15:00,South,Police,214,2,19,Normal,0,19,21,5,1,22.0,80.0,26.666666666666668
1120,2025-01-04 21:20:00,Central,Police,530,2,9,Normal,0,23,21,5,1,19.0,64.0,21.333333333333332
1121,2025-01-04 21:25:00,Central,Police,229,2,14,Normal,0,19,21,5,1,23.0,61.0,20.333333333333332
1122,2025-01-04 21:30:00,North,Medical,346,3,27,Normal,0,22,21,5,1,19.0,64.0,21.333333333333332
1123,2025-01-04 21:35:00,West,Police,228,2,19,Severe,0,31,21,5,1,22.0,72.0,24.0
1124,2025-01-04 21:40:00,East,Other,151,1,6,Normal,0,25,21,5,1,31.0,78.0,26.0
1125,2025-01-04 21:45:00,South,Medical,716,3,10,Normal,0,17,21,5,1,25.0,73.0,24.333333333333332
1126,2025-01-04 21:50:00,South,Other,323,1,9,Normal,0,19,21,5,1,17.0,61.0,20.333333333333332
1127,2025-01-04 21:55:00,North,Police,348,2,15,Normal,0,20,21,5,1,19.0,56.0,18.666666666666668
1128,2025-01-04 22:00:00,North,Fire,847,4,24,Severe,0,40,22,5,1,20.0,79.0,26.333333333333332
1129,2025-01-04 22:05:00,East,Medical,542,3,12,Normal,0,26,22,5,1,40.0,86.0,28.666666666666668
1130,2025-01-04 22:10:00,South,Other,127,1,14,Normal,1,28,22,5,1,26.0,94.0,31.333333333333332
1131,2025-01-04 22:15:00,South,Police,346,2,9,Normal,0,8,22,5,1,28.0,62.0,20.666666666666668
1132,2025-01-04 22:20:00,East,Medical,400,3,11,Severe,0,38,22,5,1,8.0,74.0,24.666666666666668
1133,2025-01-04 22:25:00,East,Medical,641,3,21,Normal,0,22,22,5,1,38.0,68.0,22.666666666666668
1134,2025-01-04 22:30:00,North,Other,365,1,26,Normal,0,27,22,5,1,22.0,87.0,29.0
1135,2025-01-04 22:35:00,East,Other,185,1,15,Normal,0,17,22,5,1,27.0,66.0,22.0
1136,2025-01-04 22:40:00,Central,Police,744,2,16,Normal,0,17,22,5,1,17.0,61.0,20.333333333333332
1137,2025-01-04 22:45:00,Central,Police,485,2,16,Normal,0,20,22,5,1,17.0,54.0,18.0
1138,2025-01-04 22:50:00,South,Medical,312,3,12,Normal,0,22,22,5,1,20.0,59.0,19.666666666666668
1139,2025-01-04 22:55:00,East,Medical,834,3,18,Normal,0,20,22,5,1,22.0,62.0,20.666666666666668
1140,2025-01-04 23:00:00,West,Police,524,2,7,Normal,0,20,23,5,1,20.0,62.0,20.666666666666668
1141,2025-01-04 23:05:00,North,Medical,774,3,26,Normal,0,23,23,5,1,20.0,63.0,21.0
1142,2025-01-04 23:10:00,Central,Other,258,1,29,Normal,0,18,23,5,1,23.0,61.0,20.333333333333332
1143,2025-01-04 23:15:00,Central,Medical,346,3,25,Normal,0,12,23,5,1,18.0,53.0,17.666666666666668
1144,2025-01-04 23:20:00,Central,Medical,531,3,18,Normal,0,23,23,5,1,12.0,53.0,17.666666666666668
1145,2025-01-04 23:25:00,Central,Fire,791,4,27,Normal,0,26,23,5,1,23.0,61.0,20.333333333333332
1146,2025-01-04 23:30:00,Central,Other,259,1,10,Normal,0,13,23,5,1,26.0,62.0,20.666666666666668
1147,2025-01-04 23:35:00,West,Police,712,2,23,Normal,0,18,23,5,1,13.0,57.0,19.0
1148,2025-01-04 23:40:00,West,Fire,532,4,13,Normal,0,14,23,5,1,18.0,45.0,15.0
1149,2025-01-04 23:45:00,East,Medical,471,3,5,Normal,0,16,23,5,1,14.0,48.0,16.0
1150,2025-01-04 23:50:00,East,Medical,835,3,26,Normal,0,24,23,5,1,16.0,54.0,18.0
1151,2025-01-04 23:55:00,East,Medical,497,3,28,Severe,0,44,23,5,1,24.0,84.0,28.0
1152,2025-01-05 00:00:00,South,Other,202,1,27,Normal,0,19,0,6,1,44.0,87.0,29.0
1153,2025-01-05 00:05:00,Central,Other,224,1,29,Normal,0,24,0,6,1,19.0,87.0,29.0
1154,2025-01-05 00:10:00,North,Police,236,2,21,Normal,0,15,0,6,1,24.0,58.0,19.333333333333332
1155,2025-01-05 00:15:00,Central,Medical,345,3,26,Normal,0,23,0,6,1,15.0,62.0,20.666666666666668
1156,2025-01-05 00:20:00,West,Police,710,2,17,Normal,0,25,0,6,1,23.0,63.0,21.0
1157,2025-01-05 00:25:00,East,Medical,533,3,19,Normal,0,27,0,6,1,25.0,75.0,25.0
1158,2025-01-05 00:30:00,North,Other,115,1,16,Normal,0,21,0,6,1,27.0,73.0,24.333333333333332
1159,2025-01-05 00:35:00,West,Medical,774,3,28,Normal,0,23,0,6,1,21.0,71.0,23.666666666666668
1160,2025-01-05 00:40:00,North,Medical,610,3,16,Normal,0,14,0,6,1,23.0,58.0,19.333333333333332
1161,2025-01-05 00:45:00,East,Police,277,2,12,Severe,0,46,0,6,1,14.0,83.0,27.666666666666668
1162,2025-01-05 00:50:00,South,Medical,394,3,21,Normal,0,19,0,6,1,46.0,79.0,26.333333333333332
1163,2025-01-05 00:55:00,North,Medical,592,3,29,Normal,0,19,0,6,1,19.0,84.0,28.0
1164,2025-01-05 01:00:00,North,Medical,790,3,16,Normal,0,21,1,6,1,19.0,59.0,19.666666666666668
1165,2025-01-05 01:05:00,South,Police,239,2,12,Normal,0,13,1,6,1,21.0,53.0,17.666666666666668
1166,2025-01-05 01:10:00,West,Medical,729,3,26,Normal,0,17,1,6,1,13.0,51.0,17.0
1167,2025-01-05 01:15:00,Central,Medical,383,3,5,Normal,0,16,1,6,1,17.0,46.0,15.333333333333334
1168,2025-01-05 01:20:00,South,Police,647,2,22,Normal,0,18,1,6,1,16.0,51.0,17.0
1169,2025-01-05 01:25:00,East,Medical,708,3,29,Normal,0,15,1,6,1,18.0,49.0,16.333333333333332
1170,2025-01-05 01:30:00,East,Police,779,2,19,Normal,0,23,1,6,1,15.0,56.0,18.666666666666668
1171,2025-01-05 01:35:00,West,Police,276,2,11,Normal,0,19,1,6,1,23.0,57.0,19.0
1172,2025-01-05 01:40:00,West,Police,789,2,23,Normal,0,19,1,6,1,19.0,61.0,20.333333333333332
1173,2025-01-05 01:45:00,East,Police,331,2,27,Normal,0,21,1,6,1,19.0,59.0,19.666666666666668
1174,2025-01-05 01:50:00,Central,Medical,759,3,21,Normal,0,18,1,6,1,21.0,58.0,19.333333333333332
1175,2025-01-05 01:55:00,West,Medical,368,3,27,Normal,0,18,1,6,1,18.0,57.0,19.0
1176,2025-01-05 02:00:00,North,Medical,753,3,10,Severe,0,39,2,6,1,18.0,75.0,25.0
1177,2025-01-05 02:05:00,East,Medical,367,3,24,Normal,0,22,2,6,1,39.0,79.0,26.333333333333332
1178,2025-01-05 02:10:00,Central,Medical,325,3,26,Normal,0,20,2,6,1,22.0,81.0,27.0
1179,2025-01-05 02:15:00,North,Police,595,2,14,Normal,0,20,2,6,1,20.0,62.0,20.666666666666668
